time_s,T10_K,T10_C,T_heater_avg_K,T_heater_avg_C,Q_in_W,Q_heater_to_air_total_W,Q_heater_to_air_conv_W,Q_heater_to_air_rad_W,Q_air_to_duct_total_W,Q_air_to_duct_conv_W,Q_air_to_duct_rad_W,Q_heater_to_support_W,OF_Q_heater_total_raw_W,OF_Q_heater_conv_raw_W,OF_Q_duct_total_raw_W,OF_Q_duct_conv_raw_W,OF_Q_support_raw_W
145.5,524.58967,251.43967,523.621674,250.471674,20.77429,16.252079,8.58863735,7.66344165,15.0983226,7.34895324,7.74936936,0,16.252079,8.58863735,-15.0983226,-7.34895324,0
146,524.83509,251.68509,523.91499,250.76499,20.77429,16.308546,8.62618486,7.68236114,16.0299688,8.27468925,7.75527955,0,16.308546,8.62618486,-16.0299688,-8.27468925,0
146.5,525.16623,252.01623,524.209559,251.059559,20.77429,16.1686493,8.46696512,7.70168418,15.6557038,7.85418347,7.80152033,0,16.1686493,8.46696512,-15.6557038,-7.85418347,0
147,525.44719,252.29719,524.512899,251.362899,20.77429,16.0154045,8.29342906,7.72197544,16.2076392,8.3999489,7.8076903,0,16.0154045,8.29342906,-16.2076392,-8.3999489,0
147.5,525.71801,252.56801,524.817053,251.667053,20.77429,16.2869142,8.54549575,7.74141845,15.224593,7.39909043,7.82550257,0,16.2869142,8.54549575,-15.224593,-7.39909043,0
148,525.98264,252.83264,525.108637,251.958637,20.77429,16.3324302,8.57215436,7.76027584,15.8524312,7.99908833,7.85334287,0,16.3324302,8.57215436,-15.8524312,-7.99908833,0
148.5,526.29401,253.14401,525.395358,252.245358,20.77429,16.4545936,8.67579498,7.77879862,15.9586235,8.07714474,7.88147876,0,16.4545936,8.67579498,-15.9586235,-8.07714474,0
149,526.51505,253.36505,525.682404,252.532404,20.77429,16.3774465,8.57956883,7.79787767,15.9892737,8.10851055,7.88076315,0,16.3774465,8.57956883,-15.9892737,-8.10851055,0
149.5,526.79178,253.64178,525.962945,252.812945,20.77429,16.5246409,8.70871325,7.81592765,16.2762695,8.3550649,7.9212046,0,16.5246409,8.70871325,-16.2762695,-8.3550649,0
150,527.06226,253.91226,526.23822,253.08822,20.77429,16.5444042,8.71047838,7.83392582,15.8282832,7.9005601,7.9277231,0,16.5444042,8.71047838,-15.8282832,-7.9005601,0
150.5,527.36088,254.21088,526.521078,253.371078,20.77429,16.4648014,8.61178688,7.85301452,16.3308576,8.37793052,7.95292708,0,16.4648014,8.61178688,-16.3308576,-8.37793052,0
151,527.68101,254.53101,526.8024,253.6524,20.77429,16.4578496,8.58630596,7.87154364,16.0930158,8.08907341,8.00394239,0,16.4578496,8.58630596,-16.0930158,-8.08907341,0
151.5,527.99142,254.84142,527.077548,253.927548,20.77429,16.5436924,8.65420589,7.88948651,15.9650981,7.98420493,7.98089317,0,16.5436924,8.65420589,-15.9650981,-7.98420493,0
152,528.28771,255.13771,527.355887,254.205887,20.77429,16.673568,8.76567533,7.90789267,16.210658,8.22546277,7.98519523,0,16.673568,8.76567533,-16.210658,-8.22546277,0
152.5,528.55023,255.40023,527.619687,254.469687,20.77429,16.5966,8.67128052,7.92531948,15.7839697,7.76717695,8.01679275,0,16.5966,8.67128052,-15.7839697,-7.76717695,0
153,528.84659,255.69659,527.889878,254.739878,20.77429,16.5406976,8.59724655,7.94345105,16.5057741,8.48591415,8.01985995,0,16.5406976,8.59724655,-16.5057741,-8.48591415,0
153.5,529.05144,255.90144,528.163391,255.013391,20.77429,16.592523,8.63083126,7.96169174,16.2445253,8.2071626,8.0373627,0,16.592523,8.63083126,-16.2445253,-8.2071626,0
154,529.31954,256.16954,528.440466,255.290466,20.77429,16.4220005,8.44140876,7.98059174,15.6757496,7.60260598,8.07314362,0,16.4220005,8.44140876,-15.6757496,-7.60260598,0
154.5,529.57338,256.42338,528.713197,255.563197,20.77429,16.7137252,8.71549289,7.99823231,16.0979545,8.00268684,8.09526766,0,16.7137252,8.71549289,-16.0979545,-8.00268684,0
155,529.89227,256.74227,528.975546,255.825546,20.77429,16.7304374,8.71471794,8.01571946,16.4073459,8.28732775,8.12001815,0,16.7304374,8.71471794,-16.4073459,-8.28732775,0
155.5,530.17512,257.02512,529.235113,256.085113,20.77429,16.5938213,8.56057978,8.03324152,16.931802,8.81379337,8.11800863,0,16.5938213,8.56057978,-16.931802,-8.81379337,0
156,530.47299,257.32299,529.509528,256.359528,20.77429,16.7483063,8.69652763,8.05177867,15.7196283,7.59293279,8.12669551,0,16.7483063,8.69652763,-15.7196283,-7.59293279,0
156.5,530.73375,257.58375,529.760567,256.610567,20.77429,16.7796696,8.71143852,8.06823108,16.0881269,7.9372348,8.1508921,0,16.7796696,8.71143852,-16.0881269,-7.9372348,0
157,531.00872,257.85872,530.008907,256.858907,20.77429,16.9404625,8.85591586,8.08454664,16.3699552,8.19470081,8.17525439,0,16.9404625,8.85591586,-16.3699552,-8.19470081,0
157.5,531.25088,258.10088,530.264316,257.114316,20.77429,16.7182424,8.61597876,8.10226364,16.8009813,8.60397534,8.19700596,0,16.7182424,8.61597876,-16.8009813,-8.60397534,0
158,531.44615,258.29615,530.525932,257.375932,20.77429,16.7913744,8.67145128,8.11992312,16.3755417,8.16413056,8.21141114,0,16.7913744,8.67145128,-16.3755417,-8.16413056,0
158.5,531.73461,258.58461,530.780138,257.630138,20.77429,16.7575881,8.62048285,8.13710525,16.4981852,8.26286891,8.23531629,0,16.7575881,8.62048285,-16.4981852,-8.26286891,0
159,531.99802,258.84802,531.038082,257.888082,20.77429,16.9232943,8.76889049,8.15440381,16.4415359,8.19126591,8.25026999,0,16.9232943,8.76889049,-16.4415359,-8.19126591,0
159.5,532.23349,259.08349,531.291486,258.141486,20.77429,16.8916558,8.7199735,8.1716823,16.2754986,8.01739923,8.25809937,0,16.8916558,8.7199735,-16.2754986,-8.01739923,0
160,532.45323,259.30323,531.537738,258.387738,20.77429,17.0612719,8.87327756,8.18799434,16.6500759,8.35975633,8.29031957,0,17.0612719,8.87327756,-16.6500759,-8.35975633,0
160.5,532.70647,259.55647,531.777599,258.627599,20.77429,17.0986912,8.89457819,8.20411301,16.8481332,8.5574584,8.2906748,0,17.0986912,8.89457819,-16.8481332,-8.5574584,0
161,533.01181,259.86181,532.024518,258.874518,20.77429,17.0223168,8.80111454,8.22120226,16.9231041,8.60515446,8.31794964,0,17.0223168,8.80111454,-16.9231041,-8.60515446,0
161.5,533.22977,260.07977,532.266783,259.116783,20.77429,17.1958137,8.95850861,8.23730509,16.1969011,7.86751947,8.32938163,0,17.1958137,8.95850861,-16.1969011,-7.86751947,0
162,533.42766,260.27766,532.502198,259.352198,20.77429,17.1245758,8.87106308,8.25351272,16.823074,8.50848599,8.31458801,0,17.1245758,8.87106308,-16.823074,-8.50848599,0
162.5,533.72727,260.57727,532.738569,259.588569,20.77429,17.1332031,8.86353059,8.26967251,16.3359019,7.99355722,8.34234468,0,17.1332031,8.86353059,-16.3359019,-7.99355722,0
163,533.96967,260.81967,532.981988,259.831988,20.77429,16.9439597,8.65719292,8.28676678,17.0796454,8.70079574,8.37884966,0,16.9439597,8.65719292,-17.0796454,-8.70079574,0
163.5,534.19821,261.04821,533.229739,260.079739,20.77429,16.9895947,8.68583571,8.30375899,16.767351,8.36407705,8.40327395,0,16.9895947,8.68583571,-16.767351,-8.36407705,0
164,534.38739,261.23739,533.465236,260.315236,20.77429,17.185896,8.86657994,8.31931606,16.1549941,7.74108094,8.41391316,0,17.185896,8.86657994,-16.1549941,-7.74108094,0
164.5,534.61841,261.46841,533.69877,260.54877,20.77429,17.319411,8.98415244,8.33525856,16.2378987,7.8125723,8.4253264,0,17.319411,8.98415244,-16.2378987,-7.8125723,0
165,534.94055,261.79055,533.927587,260.777587,20.77429,17.3287056,8.97767349,8.35103211,17.0321309,8.59647441,8.43565649,0,17.3287056,8.97767349,-17.0321309,-8.59647441,0
165.5,535.1139,261.9639,534.154268,261.004268,20.77429,17.1710482,8.8041604,8.3668878,16.4655916,8.01301869,8.45257291,0,17.1710482,8.8041604,-16.4655916,-8.01301869,0
166,535.29468,262.14468,534.388337,261.238337,20.77429,17.2073193,8.82425331,8.38306599,17.1900435,8.72434948,8.46569402,0,17.2073193,8.82425331,-17.1900435,-8.72434948,0
166.5,535.55762,262.40762,534.611959,261.461959,20.77429,17.3489275,8.95086043,8.39806707,16.431684,7.92719863,8.50448537,0,17.3489275,8.95086043,-16.431684,-7.92719863,0
167,535.79349,262.64349,534.849103,261.699103,20.77429,17.2333272,8.81822613,8.41510107,16.7110921,8.19167595,8.51941615,0,17.2333272,8.81822613,-16.7110921,-8.19167595,0
167.5,536.04699,262.89699,535.079932,261.929932,20.77429,17.1041782,8.67308598,8.43109222,16.43578,7.9114459,8.5243341,0,17.1041782,8.67308598,-16.43578,-7.9114459,0
168,536.29905,263.14905,535.30474,262.15474,20.77429,17.3625875,8.91651627,8.44607123,17.420282,8.8712602,8.5490218,0,17.3625875,8.91651627,-17.420282,-8.8712602,0
168.5,536.56697,263.41697,535.53471,262.38471,20.77429,17.4236958,8.96168357,8.46201223,16.770634,8.21263494,8.55799906,0,17.4236958,8.96168357,-16.770634,-8.21263494,0
169,536.74374,263.59374,535.753941,262.603941,20.77429,17.3856697,8.90834577,8.47732393,17.004387,8.44729299,8.55709401,0,17.3856697,8.90834577,-17.004387,-8.44729299,0
169.5,537.02953,263.87953,535.966452,262.816452,20.77429,17.6604642,9.16864924,8.49181496,16.897241,8.33735246,8.55988854,0,17.6604642,9.16864924,-16.897241,-8.33735246,0
170,537.19249,264.04249,536.181361,263.031361,20.77429,17.2452869,8.73790684,8.50738006,16.6130609,8.01641978,8.59664112,0,17.2452869,8.73790684,-16.6130609,-8.01641978,0
170.5,537.40062,264.25062,536.391662,263.241662,20.77429,17.6266618,9.10543443,8.52122737,16.8919878,8.30424949,8.58773831,0,17.6266618,9.10543443,-16.8919878,-8.30424949,0
171,537.59677,264.44677,536.603341,263.453341,20.77429,17.6348345,9.09866232,8.53617218,17.3000986,8.66902547,8.63107313,0,17.6348345,9.09866232,-17.3000986,-8.66902547,0
171.5,537.80821,264.65821,536.809122,263.659122,20.77429,17.6389477,9.08859089,8.55035681,16.559309,7.91444871,8.64486029,0,17.6389477,9.08859089,-16.559309,-7.91444871,0
172,537.9906,264.8406,537.016392,263.866392,20.77429,17.6827732,9.1178747,8.5648985,17.403966,8.74973291,8.65423309,0,17.6827732,9.1178747,-17.403966,-8.74973291,0
172.5,538.2116,265.0616,537.214715,264.064715,20.77429,17.8028914,9.22442912,8.57846228,16.9142962,8.24892274,8.66537346,0,17.8028914,9.22442912,-16.9142962,-8.24892274,0
173,538.36378,265.21378,537.408281,264.258281,20.77429,17.7054541,9.113254,8.5922001,17.6412187,8.948834,8.6923847,0,17.7054541,9.113254,-17.6412187,-8.948834,0
173.5,538.61387,265.46387,537.609324,264.459324,20.77429,17.5149122,8.9082761,8.6066361,16.9130601,8.20109117,8.71196893,0,17.5149122,8.9082761,-16.9130601,-8.20109117,0
174,538.7998,265.6498,537.815571,264.665571,20.77429,17.6172931,8.99624686,8.62104624,16.9203187,8.19952367,8.72079503,0,17.6172931,8.99624686,-16.9203187,-8.19952367,0
174.5,539.02377,265.87377,538.020223,264.870223,20.77429,17.6387374,9.00334764,8.63538976,17.1814735,8.44929428,8.73217922,0,17.6387374,9.00334764,-17.1814735,-8.44929428,0
175,539.22164,266.07164,538.225349,265.075349,20.77429,17.5347922,8.88460554,8.65018666,17.3284983,8.58173398,8.74676432,0,17.5347922,8.88460554,-17.3284983,-8.58173398,0
175.5,539.41569,266.26569,538.425336,265.275336,20.77429,17.6658502,9.00190872,8.66394148,17.621771,8.87093557,8.75083543,0,17.6658502,9.00190872,-17.621771,-8.87093557,0
176,539.62517,266.47517,538.625855,265.475855,20.77429,17.6168751,8.93859908,8.67827602,17.2809908,8.50833394,8.77265686,0,17.6168751,8.93859908,-17.2809908,-8.50833394,0
176.5,539.78777,266.63777,538.812322,265.662322,20.77429,18.0275294,9.33695114,8.69057826,17.0090464,8.19555237,8.81349403,0,18.0275294,9.33695114,-17.0090464,-8.19555237,0
177,539.97366,266.82366,538.99877,265.84877,20.77429,17.8195926,9.11535229,8.70424031,17.5602886,8.78161745,8.77867115,0,17.8195926,9.11535229,-17.5602886,-8.78161745,0
177.5,540.16558,267.01558,539.179866,266.029866,20.77429,18.0540922,9.33758385,8.71650835,17.5808557,8.78177892,8.79907678,0,18.0540922,9.33758385,-17.5808557,-8.78177892,0
178,540.33589,267.18589,539.368793,266.218793,20.77429,17.8110897,9.08062767,8.73046203,17.3013743,8.47676936,8.82460494,0,17.8110897,9.08062767,-17.3013743,-8.47676936,0
178.5,540.56371,267.41371,539.559832,266.409832,20.77429,17.7623272,9.01816431,8.74416289,17.5965372,8.75240174,8.84413546,0,17.7623272,9.01816431,-17.5965372,-8.75240174,0
179,540.71838,267.56838,539.752728,266.602728,20.77429,17.8108812,9.05297174,8.75790946,17.4390823,8.58732329,8.85175901,0,17.8108812,9.05297174,-17.4390823,-8.58732329,0
179.5,540.87812,267.72812,539.951596,266.801596,20.77429,17.666885,8.89455873,8.77232627,17.3084492,8.43237825,8.87607095,0,17.666885,8.89455873,-17.3084492,-8.43237825,0
180,541.10053,267.95053,540.137653,266.987653,20.77429,17.877032,9.09194044,8.78509156,17.2891221,8.3975868,8.8915353,0,17.877032,9.09194044,-17.2891221,-8.3975868,0
